id,name,description,participants,looking_for,created_at,updated_at,volunteer_location,contact,highlight,progress,docs_and_demo,number_of_volunteers,accepting_volunteers,status,short_description,target_country,target_location,to_param,volunteered_users_count,project_type_list,skill_list,short_len
844,Kufema - Breathe Zimbabwe,"We are making Africa-friendly open source ventilators, CPAPs + other breathing equipment to help with Zimbabwe's COVID-19 response. We are also repairing and refurbing hospitals and healthcare clinics to ensure that our equipment is appropriate, robust and effective in hospitals that treat COVID-19 patients for free. We share our open source designs so other countries can adapt and build our Africa-friendly designs. We'll branch into training (for equipment use, and other teams to build equipment) and maintenance once we've met our initial production run goals for Zimbabwe.","Juliet Le Breton - Founder/CEO - a social & behaviour change consultant, with decades of experience in international development; heart-driven, here to make a difference. Savvy, thinks out of the box, engaging, diplomatic, friendly
Tim Masson - acting Chief Engineer, naval architect, techie 
George Chingore - lead engineer, TEDx speaker, team lead,  ventilator protoypes
Mark Kidson, engineer, team lead multipatient CPAP prototype
Amy Harris, social media team lead
Barbara Mutedzi, project coordinator
Melissa Makwarimba, logistics and supply
Federico Bescotti, mechanical engineer, MIT 
engineering advisory council (CEO of Zimbabwe Institute of Engineering etc)
medical advisory committee (3 anaesthetists and 1 sports physician)
and many others offer part time support. ","Support with social media
writing grants and proposals
managing volunteers
managing engineers
transport
importing medical grade components
financial accounting/management
administrative tasks
we need biomedical engineers - we have 2 outside of the country - need more to mentor /support the engineers with product development/production
manufacturing assessment survey for manufacturing /fabrication by small workshops in distributed locations
donor coordination/identification/management
support with winning trust/cementing partnerships with Zimbabwean government
mentoring/coaching the team
supporting the leaders in decision making/policy
human resource management - critical - we need team TORs, simple policies, and volunteer coordination activities
software/coding for medical devices and also volunteer communications
newsletter writing
graphic design
media relations",2020-05-19 12:07:01.396000-07:00,2020-05-19 13:41:00.547000-07:00,Remote and or Zimbabwe,Email: juliet@kufemazimbabwe.org,False,"We have a prototype ventilator just starting testing. We are developing multi patient CPAP system with COVID adaptations (hoods etc)> We are pulling together a team of engineers to help with hospital refurb. We have a GoFundMe site, a very simple website, social media accounts & are active members of the national COVID response in Zimbabwe. We need core funding (as we operate on a shoestring, and lack of resources is delaying our progress). We need help with coding, social media, volunteer management, project management, information flows, marketing, government relations. ","Open source ventilators models being made: 
1. MIT E-Vent emergency ventilator, adapted to be Africa-Friendly
2. OxyGen/Virgin 5 emergency ventilator
3. Kufema design 10 patient CPAP machine
possibly also oxygen concentrators, non rebreather masks etc",10-50,True,In progress,"Helping people breathe & saving lives in Zimbabwe through building & donating breathing equipment (ventilators, masks, CPAPs).",ZW,,844-kufema-breathe-zimbabwe,1,"['E-Learning', 'Medical equipments']","['Biotech', 'Content', 'Funding', 'Manufacturing', 'Marketing', 'Mechanics & Electronics', 'Operations', 'PM', 'QA', 'Social Media', 'Software', 'Volunteer vetting']",126
830,SmallBiz Advocate,"From one Small Business to another, this list was created to act as a springboard for those looking to possibly go digital, those getting started and small businesses looking for some of the best resources in Tech. Additionally, there are resources to help small businesses, and other good charitable causes for non-techies to contribute to a good cause during these times.",Just me myself and I of Catalyst Web Solutions.,"Social Media posts & sharing and spreading the word. I also want to build relationships with companies that would like to offer covid pricing or their lowest pricing. 

I want to get these companies added to the site, so individuals and small businesses have one place to get the absolute lowest pricing for subscription based and non free software or service plans. ",2020-05-12 09:40:16.984000-07:00,2020-05-17 13:48:13.745000-07:00,Remote,steve.connerton@hotmail.com,True,The project is finished. I am looking for support from those that have likeminded projects that would like to cross-promote with backlinks and social sharing to help with organic growth. ,https://smallbizadvocate.catalystwebsolutionssite.com/,10-50,True,Launched,SmallBiz Advocate is a comprehensive list of (mostly FREE) Tech Resources for Startups and Small Businesses who are stuggling.,US,USA,830-smallbiz-advocate,0,"['Job placement', 'Help out communities', 'Map volunteers to needs', 'Social giving']","['Funding', 'Content', 'Marketing', 'Social Media']",126
821,Arnuv Tandon,"RemoteTA is an online volunteering platform allowing high school students to remotely volunteer with elementary school teachers and help teachers create the digital resources needed to teach online during COVID-19 school closures. Essentially, students act as “remote teacher’s assistants”, helping teachers complete various online projects.

The beauty of this platform is that a majority of the tasks teachers now need to complete due to remote learning - converting lesson plans into online games, digital worksheets, and other engaging formats - are all tasks that are second nature to high school students.

RemoteTA’s volunteering process is best explained by an example. Let’s imagine a scenario where we have an elementary school teacher Mrs.Harris and a high school student Kevin.

Mrs.Harris had a wonderful in-person game planned, intended to engage her students and get them excited about learning world history. In light of COVID-19 school closures, this is no longer a possibility. She has the idea of making an online game, however, she is not sure how to do this and knows it would take hours to implement her curriculum into the game. Now, she has a difficult decision. Does she scrap the idea for the game and do a standard lesson with her students, or does she spend her valuable time and energy making the game?

With RemoteTA, Mrs.Harris does not have to make this decision. She can get the online game she wants while spending a fraction of the time and energy it would take to make the game herself.

She accomplishes this in 5 easy steps.

1) Mrs.Harris creates an account on remoteta.org (a fully functional website)

2) Mrs.Harris briefly describes her project, specifies a deadline, and posts it on the website. It is now visible to thousands of high school students

3) Kevin sees the project and is intrigued. He loves making games and giving back to the community. Consequently, he signs up.

4) Now, Mrs.Harris communicates with Kevin over email to ensure he has everything he needs to complete the project. In this case, Mrs.Harris would likely specify what type of game she wants, how many questions it should have, and the curriculum for her history unit. Kevin can also email Mrs.Harris any questions he has along the way.

5) Kevin works to complete the project by the deadline and then submits it via the website. Now, Kevin has earned volunteer hours and is happy to have helped the community. Mrs.Harris has spent a minimal amount of time and is now able to engage her students with an online game. It is truly a win-win situation","Currently my leadership team is comprised of a President, Head of Technology, and Head of Outreach. We are working with 15 students to beta-test the website with local elementary school teachers.",,2020-05-08 17:50:21.559000-07:00,2020-05-17 13:48:41.126000-07:00,,arnuvtandon@gmail.com,True,"We are currently beta-testing the website with local elementary school teachers. Once we incorporate some initial feedback, we plan to expand to other schools.","Our online volunteering website is live at remoteta.org.

**Please view on a desktop-class browser, we are looking to create mobile functionality soon",,False,In progress,"RemoteTA allows high school students to be ""remote teacher's assistants"" for elementary school teachers during school closures",US,,821-arnuv-tandon,0,"['E-Learning', 'Help out communities']",[],126
660,Charu Sukhlecha,"Goal-
-Increasing access to quality healthcare for every patient in need, no matter the setting or the location, 
-Reducing the chances of healthcare workers getting infected while treating covid 19 positive patients.
-To train the manpower especially nursing and allied staff to be prepared to counter the pandemic in times of need.


Current challenges in critical care-
-Covid 19 pandemic.
-chances of infections to healthcare workers in contact with Covid positive patients.
-Number of patients needing critical care are increasing 
– Ageing population and increasing life expectancy 
– Increasing healthcare expectations 
- Financial burden and decreasing ability to pay 
– Availability of skilled manpower availability especially doctors, nurses, pharmacists and others in rural indian sector.
- Critical care patients need specialized care takers with high competence level 
– Critical care is a human resource intensive therapy (P/N 1:1) 
– Need for remote monitoring techniques to identify those at risk earlier

Patient outcomes and treatment costs depend on 
• Dedicated 24/7 intensivist and ICU nursing staff 
• Volume of the case flow necessitating regionalized or centralized care 
• Skilled interdisciplinary teamwork (incl. eg. pharmacists, physiotherapists) 
• Compliance to evidence based treatment protocols 
• Rapid identification of the at risk patient with prompt initiation of treatment also outside the ICU (e.g. Medical Emergency Teams) 
• Patient management after the ICU stay (e.g. ICU outreach teams)


How could telemedicine help? 
- Improve quality of care and increase productivity of intensivists and ICU nurses – Maximize resources and expertise for larger regional critical care patient population – Immediate access to experienced ICU nurse or intensivists 
– Allow remote monitoring, advice and support of bed side caretakers (intensivists and nurses) between units and hospitals 
– Regional coordination and guidance of treatment processes 
– Provide real-time education (via camera) 
-Provide earlier identification of patients at risk and treatment initiation in all areas of the hospital 
- Interaction with patients and families and local caretakers during crisis and difficult discussions 
- Check for compliance with best practices 
- Provide tools for quality improvement by gathering information for benchmarking and best practices 
- Provide tools for national and international collaboration 


Telemedicine utilization in CAV Global Solutions ICU

ICU multidiciplinary morning rounds through remote monitoring: 
– Doctors, nurses and pharmacists are gathered to ”command center” where they analyze patient data, discuss the cases and make treatment plan 
– No bedside walking rounds 
– Real-time patient data is projected to big screen for all participants to review -
 electronic medical records • laboratory results • physiological parameters (incl. real time ECG and EEG) • critical care information system • medication • imaging data • nursing notes 

Tele-consultation 
- To a remote central hospital when needed 
- similar patient data management systems between hospitals 
– Interactive telemedicine solution provides all relevant information for the consulting intensivist ◊ better support for colleagues and information for better decisions 
– Multi-disciplinary university hospital level support available in a single session 
– Fewer patient transfers needed between hospitals

Manpower training-We have a dedicated curriculum designed especially for nursing and pharmacist staff pertaining to critical care medicine.


Telemedicine improves ICU outcomes; 
a meta-analysis 
• 15667 pre-intervention and 25797 post-intervention patients 
• Statistically significant 20 % decrease in ICU mortality (OR 0.8, CI 0.66-0.97, p=0.02) 
• Decrease in hospital mortality (OR 0.82, CI 0.65- 1.03, p=0.08) 
• Statistically significant decrease in the ICU length of stay (mean difference 1.26 days; CI -2.2—0.3, p=0.01) 
• Decrease in the length of hospital stay (mean difference 0.64 days; CI -1.52-0.25, p=.16) 
Brendan L at al. Arch Intern Med 2011; 171: 498-506
","Dr Charu Sukhlecha
Mrs. Veenu Jain
Dr. Ankur Sethi
Mr. Keshaw Kumar Sinha","Building up a Cohesive work up with government agencies in providing state of the art care centres for the management of Covid positive patients.
",2020-04-12 11:21:03.466000-07:00,2020-04-12 11:21:03.466000-07:00,"Jaipur, Rajasthan, India",business@cavglobalsolutions.com,False,"Registered company over 6 months
Experience of managing critically ill patients for over 10 years. ",follow the webpage www.cavglobalsolutions.com,10-50,True,Launched,Tele Intensive care wherein the critically ill patietns are manned by nurses with an offshore command centre planning the care,Global,,660-charu-sukhlecha,1,"['E-Learning', 'Job placement', 'Help out communities', 'Medical facilities', 'Medical equipments', 'Treatment R&D']","['Data entry', 'Medicine', 'Funding', 'Marketing', 'Social Media']",126
805,Analysing by Surface Population,"Brief idea of the project..below.
If we talk about social distancing, We need to follow the rules given by Goverment guidelines, i.e => 1m of social distancing. So if we know the surface area of any particular area with the population of that area, we can map out the people in a square of 1m of diastance, In a square of four people,  i.e => 1m square , if the square goes out of the surface area and still the population remains, we can categorizes that particular area as an outbreak and so on to all the area of any country can be categorized furthere. This data can be use to analyse the outbreak.","No one is there still, Had this idea and created the project on hackerrank and going to start upon. ","Making of the Web page, 
Analysis of Data
Mathematic calculation.
",2020-05-03 05:42:22.806000-07:00,2020-05-04 13:18:47.906000-07:00,remote,,False,Just Started.,No..Still On it.,10-50,True,Just started,This Project will help us to track future chances of spreading any kind of Virus with the help of population and surface area.,Global,India,805-analysing-by-surface-population,4,"['Help out communities', 'Map volunteers to needs', 'Reduce spread', 'Track the outbreak', 'News and information', 'Scale testing', 'Medical facilities', 'Medical equipments', 'Treatment R&D', 'Other']","['Analytics', 'Biology', 'Biotech', 'Data entry', 'Localization', 'Operations', 'Social Media', 'Software', 'Volunteer vetting']",126
354,Food Oasis Volunteer Training,"We are updating an existing website, www.foodoasis.la. Our goal is to focus on a resource of food pantries and soup kitchens in Los Angeles. ","We are a team of 10-15 volunteers at Hack for LA which is a brigade under Code for America. We are developers, designers and data scientists. ","Internet research, database work, and phone calls (if you feel comfortable).
",2020-03-24 16:10:27.306000-07:00,2020-04-17 04:05:47.439000-07:00,Volunteer training: https://us04web.zoom.us/meeting/register/upcrd-6vrDspNvp0Peln1ElQF5c-vq0PWA,jenny@foodoasis.la,False,We have enough tech people finishing the front end of the website. We are seeking volunteers to help us do internet research.,"Can view our website at: www.foodoasis.la. (There isn't a staging site for the work we've done on the update). 

Register for a volunteer training

ZOOM LINK for Saturday training: https://us02web.zoom.us/meeting/register/tZErcOGqrDwtHddOYFkVPcX0Qta9GmyuUbfA

ZOOM LINK to Monday training:
https://us02web.zoom.us/meeting/register/upcrd-6vrDspNvp0Peln1ElQF5c-vq0PWA",100+,True,In progress,Help us update our database of free food resources in Los Angeles. We need your internet research skills to validate resources.,Global,Los Angeles,354-food-oasis-volunteer-training,43,"['Help out communities', 'Other']","['Data entry', 'Software', 'Content', 'Anything']",127
741,Corona Virus Probability Detector,"I made a web-application (Corona Virus Probability Detector), And I have used Machine Learning(ML) Technology in this Project.
So Through this web application, you can Predict the Probability of Infected with the Corona Virus.
For the prediction of the Probability of Coronavirus, I have used some Virus Symptoms Factors like Cough, Fever, Breathing and Age etc.
So through this web application, you can clear your doubts, So anybody has doubt yourself whether you are Infected with the Virus or not?",I am the only one who is created in this project.,,2020-04-18 21:34:29.822000-07:00,2020-04-18 21:34:29.822000-07:00,,nboadh0@gmail.com,False,"In fact, the project is ready for around 80 to 90 per cent.","Hello, everyone, my name is Nitin Kumar and I'm 2nd-year B.tech student from computer science branch.
So finally I made a web-application (Corona Virus Probability Detector), And I have used Machine Learning(ML) Technology in this Project.
I have used some Data, and Data is taking from Infected or non-infected people with Coronavirus, I have trained the Data through the Machine Learning because In Machine Learning Data has to be Trained.

And I have used Simulated Data because I don't have real Data, And the actual Data will be provided by the Government.
So I accepted Covid-19 solution challenge, and I create a web-application.
So Through this web application, you can Predict the Probability of Infected with the Corona Virus. 
If you are 20-40 Percent likely to be Infected with the Corona Virus, So actually you are not infected with the virus, And on the other side, If you are 50-80 per cent likely to be Infected with the Corona Virus, So actually you are Infected with the Virus.
You can check the Probability with help of this Tool, and can go to the Hospital for its verification, and clear your doubts.

And I have trained the Data through the Machine Learning, So through this Tool, You can estimate the Probability of Infected virus.   
So I fill the data........
And as You can see the probability of Infected with the coronavirus..%.
I used these technologies for this project,
1. ML(Machine Learning)
2. Flask 
3. Bootstrap

For the Frontend(Bootstrap, Flask)
And for Backend(ML).

For the prediction of the Probability of Coronavirus, I have used some Virus Symptoms Factors like Cough, Fever, Breathing and Age etc.  
So You can Add all Requirement Data in Web-Application.... and finally as You can see your probability of Infected Virus.
If You doubt yourself whether you are Infected with the Virus or not? Then You can visit my website and fill all symptoms and then clear your doubt.
So through this web application,  you can overcome the work of Doctors and Government employees.
and You will be satisfied with your doubt.

How to use this Web-Application:

If You doubt yourself whether you are Infected with the Virus or not? So You write all requirements Data (Symptoms) like Fever, Age, and Headache etc in this website.
And then in the next step, you see the Possibility of Infected virus in this website, If your Probability is showing low percentage, You are then satisfied with your doubt that you are not Infected with the Virus.
And in opposition, If Your Probability is showing high percentage, So you are Infected with the virus.
And finally, you completely satisfied with your doubt that you are infected with the virus or not?
And with this web application, you are also helping the Doctors and Government.



Work of Web-Application:

This Web-application completely based on Machine-Learning, and this is the backend part of it, And on the other side, I have done it with Bootstrap and Flask for the Frontend part.
So I have trained the Data through Machine Learning, and then Machine Learning predicts the Probability of Infected virus.   
Through this Machine-Learning, you predict approximately 98 % accuracy with the fake data, because I don't have real data.


The idea of Approach:

Actually, with the help of this Web-Application, you can help the Government and Doctors, because through this Web-Application the work of Doctor's and Government can be reduced.
And after checking the probability of infected virus, So you can verify through the doctors.
So through this web application, you can clear your doubts, So anybody has doubt yourself whether you are Infected with the Virus or not?
So before the hospital checkup, you can clear your doubts through this Web-Application.


 






    ",,False,In progress,"I made a web-application (Corona Virus Probability Detector), And I have used Machine Learning(ML) Technology in this Project. ",IN,India,741-corona-virus-probability-detector,0,['Track the outbreak'],[],127
790,COVIDonation,"Find list of organisations, charities, individuals from around the world to donate or volunteer.  The goal is to make those discoverable by wider audience so they can be helped with to carry on helping the vulnerable around the world during the pandemic of Coronavirus (COVID-19).",Jabran Rafique has initiated the idea and launched MVP with some dataset. Arslan Mushtaq is helping with minor tasks but we need help with datasets from around the world.,"We need data for organisations, charities or individuals working on ground in different countries to make them discoverable globally so the donations and voluntary help is available to those.",2020-04-28 22:50:17.135000-07:00,2020-04-28 22:50:17.181000-07:00,remote,https://www.twitter.com/jabranr,False,Launched,Visit it at https://covidonation.com,1-10,True,Launched,"Find list of organisations, charities, individuals to donate or volunteer so they can carry on helping the vulnerable globally.",Global,,790-covidonation,0,"['Help out communities', 'Map volunteers to needs', 'Social giving']","['Volunteer vetting', 'Community Outreach', 'Data entry', 'Funding', 'Content', 'Social Media']",127
764,Emergency Resource Exchange (ERx) by Rheaply,"Emergency Resource Exchange (ERx) is a free to use platform that helps connect hospitals to organizations in real-time so that medical resources can be exchanged during this crisis. There are valuable unused supplies hidden in pockets of every organization and we are trying to empty them into the hands of doctors and nurses on the front line. Hospitals can create requests for resources and suppliers can create listings for donations or sale, with everyone able to browse and explore inventory.",Rheaply has released ERx in collaboration with Northwestern University's Department of Computer Science and in coordination with J.B. Pritzker's Office (Governor of the State of Illinois).,"-Suppliers: welcoming all PPE suppliers to register for free
-Outreach: volunteers can make a tremendous impact by reaching out to doctors, nurses, and first responders within all of our communities and telling them about Emergency Resource Exchange.

-Logistics: we are looking for volunteers/partners to help facilitate transportation of resources between hospitals and suppliers.",2020-04-23 12:39:39.727000-07:00,2020-05-15 08:56:28.047000-07:00,Remote,erx@rheaply.com,True,Rheaply launched ERx just recently and is already working with 30 different organizations. Anyone interested in joining can register here: https://outreach.rheaply.com/COVID19-response/.,Demo Videos: https://loom.com/share/folder/eb72123dbf754f04bf829cb02f871f79,1-10,False,In progress,Emergency Resource Exchange (ERx) helps hospitals to create requests and PPE suppliers to create listings for donation or sale.,US,,764-emergency-resource-exchange-erx-by-rheaply,2,"['Help out communities', 'Map volunteers to needs', 'Reduce spread', 'Social giving', 'Track the outbreak', 'Medical facilities', 'Medical equipments']","['Community Outreach', 'Content', 'Marketing', 'Social Media']",127
878,Give Essential,"During this pandemic, we have asked essential workers to risk their lives so that our communities can stay safe at home. But who protects them? Give Essential lets donors send extra household items directly to an essential worker who needs them, providing a way to support the frontline from home.

Check us out here: https://giveessential.org/","We're Amy and Rine, two college roommates. As we've watched COVID-19 unfurl and significantly change the world around us, we wondered what we could do to help. We were touched by the expressions of humanity we've seen in our communities, and launched Give Essential to help support the hidden frontline. ",We're looking for volunteers who can help facilitate matches between essential workers and donors as well as volunteers who can help with outreach. We're using Google Sheets and Slack!,2020-06-13 20:47:23.138000-07:00,2020-06-13 20:49:41.334000-07:00,Remote,https://giveessential.org/,False,"We've reached 49 states and are helping connect hundreds of donors and essential workers! 

Check us out here for more information: https://giveessential.org/",https://giveessential.org/,100+,True,Launched,Essential workers on the frontline need your help. Send a package of household items you already own—without leaving your home.,US,,878-give-essential,0,"['Help out communities', 'Map volunteers to needs', 'Social giving']","['Operations', 'Community Outreach', 'Data entry', 'Funding', 'Content', 'Anything', 'Helpdesk', 'Marketing', 'Social Media']",127
623,Simulator for the spread of COVID19 disease within refugee camps,"Refugee camps usually have a very high population density which makes them vulnerable to the spread of the pandemic. Within these camps, vulnerable groups extend beyond the old population and there are people with conditions like TB, HIV, malnutrition which expose them at a higher risk to the virus. Due to the lack of quarantine facilities in these camps, the virus left uncurbed will spread very quickly since young people and old people have regular interactions. There are already a relatively small number of medical staff working in the camps, lack of medical supply due to less attention paid to the refugee camps can mean that the medical staff are at a greater risk of getting infected.

We see that epidemiology models have the potential to inform and mobilise NGOs and camp authorities to better prepare and plan interventions and supplies in case an outbreak happens. We aim to roll out this tool in several camps in Greece first as a proof of concept and then we will aim to form a partnership with UNHCR to roll out this tool in other camps around the world.","Billy - Data Scientist
Alice - Former Head of Data, Impact and Product at Techfugees
Joel - NGO working in refugee camps in Greece ","Modelling group - using programming language like Python, R, NetLogo, Mason to expand the modelling work also need GIS specialists for mapping out the camp to produce shapefiles to feed into the model.
Application group - user testing and user research, front-end web app design
Research - best possible interventions by studying ebola/mers/sars outbreak in the past in refugee camps to build up organisation knowledge. ",2020-04-09 04:00:42.067000-07:00,2020-04-09 04:00:42.067000-07:00,remote/UK,,False,We built our first iteration of the models over the weekend hackathon (see the website link below) and now we are expanding our effort to improve on our models and at the same time engage with potential end-users to conduct user research in the tools we are trying to build,https://www.aiforgoodsimulator.com/,1-10,True,In progress,We are developing models to help NGOs and camp authority to plan for the potential outbreak of virus in refugee camps worldwide,GR,Moria refugee camp,623-simulator-for-the-spread-of-covid19-disease-within-refugee-camps,6,"['Help out communities', 'Reduce spread', 'Track the outbreak']","['Design', 'Analytics', 'Software', 'Funding', 'Content', 'Social Media', 'Localization']",127
822,Shoora,"Thousands of people across the globe are stranded away from their home due to sudden lockdown decision by local governments. They have either gone to a different country or a different city in their home country for vacation, studying or job. Most of them are either student or daily wage labors who have lost their source of income and do not have enough money to pay for basic needs like food, shelter, etc. They cannot return to their home due to the lockdown and need immediate help.

Shoora is a WhatsApp bot which helps such people. It asks for some basic information like their name, contact number, current location and their home location and stores it. If the local government has setup any shelter home near person current location, it is displayed to user. It also provides notification regarding important steps taken by government like how they can apply for relief money provided by government or timelines when travel restrictions would be lifted.",I am currently working alone on this project.,"Tie up with local governments to get real data related to shelter homes where stranded people can stay.
Important updates which stranded people needs to be notified of.
Entering the data in database.
Scaling the project.",2020-05-08 18:11:58.145000-07:00,2020-05-08 18:12:50.264000-07:00,Remote,rohitraj.iiita@gmail.com,False,Made prototype. Need real data of shelter home so to make is Production ready.,https://devpost.com/software/shoora,1-10,True,In progress,Provides important notifications & details of shelter homes so that people stranded due to lockdown can use for temporary stay.,Global,,822-shoora,1,"['Help out communities', 'News and information']","['Community Outreach', 'Data entry', 'Social Media']",127
212,FacePandemic,"'Face pandemic' is a non-profit and community-driven effort to utilized specialized technologies to identify, analyze and take preventive measures for outbreaks of infectious diseases like COVID-19. Unfortunately, most governments were not prepared to handle this pandemic. As a result, we the citizens have to take control and use our skills and efforts to keep everyone in communities safe globally. We have developed an application that anonymously acquires health and location information form participants and performs real-time analytics to predict the spread of the virus, alert everyone about the hot zones and identify preventive measures. Predictive analytics capability can help health professionals and emergency response teams to prepare in advance. THIS IS NOT A CONTACT TRACING APP. Our focus is to create a complete system that can help to identify infectious diseases in the early stages, start preventive measures and operation planning for the doctors/hospitals. Scale and reach to the maximum number of population is the key and it should work online - offline. We can't ever again in this situation yet and need to remember ""Prevention is better than cure"".","We have a team of about 100 people who are working in all aspects of technology, data analytics and outreach. We have volunteers and experts from the medical field to improve the effectiveness of the project","Communication, PR and marketing professional and influencers to provide clear messaging in multiple languages on website and social media to help create awareness about the application. Generate models for deeper analytics. 
 
AI experts to improve the modeling based on data and finding by researchers
 
A research project coordinator to Improve communication active between different research labs to get up to date information
 
Emergency response planners to Improve the resources planning capability in different communities
 
Developers and security experts - Technical experts who can improve the security, privacy, and scaling of backend and front end applications
 
Corporate social responsibility managers who are working at large corporate's social responsibility departments to gather internal resources and mobilize them
 
Grassroots organizations, social workers and volunteers - Spreading awareness are crucial but, in the case of elderly patients, caretakers, grassroots workers, and organizations who are working with them, can provide reporting which is invaluable.",2020-03-20 14:43:26.313000-07:00,2020-04-10 21:47:49.504000-07:00,Remote,info@facepandemic.com,False,"We have a basic iOS, Android app and doctor's portal with base backend working. Need more development, documentation and marketing work is required.","Yes, we do.",100+,True,In progress,"A community driven global effort supported by data scientists and corporate to identify, predict & prevent any pandemic outbreak",Global,,212-facepandemic,120,"['Help out communities', 'Map volunteers to needs', 'Reduce spread', 'Track the outbreak', 'Scale testing', 'Medical facilities', 'Medical equipments', 'Other']","['Software', 'Biotech', 'Funding', 'Content', 'Anything', 'Localization', 'PM', 'Volunteer vetting', 'Analytics', 'Biology', 'Design', 'Marketing', 'Medicine', 'Social Media']",128
583,#AContainedCalamity - Help Reduce the Global Panic and Irritational Thinking!,"We are going to spread positive, hopeful, yet realistic messages through the use of a chat-bot, social media, and a website!
All messages will be centered around the following claim: COVID-19 and it's global impact has incited mass hysteria which is a great opportunity for promoting cautious and safe behavior; however, doing so also encourages reckless and harmful actions. Such messages are spread by social media and people who believe they have scientific 'authority.' Rather than flagging such posts or defaming such people, both of which are unacceptable, we should spread current progress worldwide which has gone unrecognized. Personally, I feel many look to far into the dangerous environment of many medical workers, when also they should be looking at their amazing achievements and provide them more praise or be inspired to also take action rather than panic.","Our team is diverse and ever-growing; we are working with marketers, web developers, psychologists, data analysts, and many more people with other experience.","Ideally, we would like to have our own analytics from social-media and news outlets which quicken our chat-bot and website update.

Even more importantly, we require marketing and fundraising in order to maximize the impact of this initiative.",2020-04-05 17:21:40.908000-07:00,2020-04-13 19:57:28.218000-07:00,Remote,My email address is: kazijawadahmed@gmail.com || My discord tag is: #Seebin#7954,False,We have a local website that is manually updated with progress and optimistic events but also realistic. We have a prototype of the chat-bot for Discord.,"The website is currently hosted on GitHub pages here:
https://seebinjwad.github.io/main/

The GitHub repository for the Discord chat-bot can be found here:
https://github.com/SeebinJwad/ContainedCalamityChat-Bot

*Note that to run the chat-bot you must configure your own token which is currently held by placeholder 'XXXX'. Instead of making server and running code independently, please reach out to me (contact information below) so that I can add you to the chat-bot server. ",50-100,True,In progress,That moment you realize we are in a global crisis but you needed to fill your swimming pool with hand sanitizer. Stop panicking!,Global,,583-acontainedcalamity-help-reduce-the-global-panic-and-irritational-thinking,31,"['Reduce spread', 'News and information', 'Mental health', 'Other']","['Analytics', 'Content', 'Design', 'Marketing', 'Software', 'Anything']",128
326,Cancel Corona (www.cancelcorona.org),"We're all spending a lot less by not commuting, eating/drinking out, etc. We made www.cancelcorona.org to help people calculate what they're saving and donate it to people missing work, kids missing lunches, healthcare workers, vaccine researchers, etc.

",The Momentum team (www.givemomentum.com) and a quickly growing group of 40+ volunteers!,"We have good systems in place but need help executing as there is a lot to get done! We're extremely grateful for the high number of volunteer offers we've received, but it means we only have capacity to work with people who can commit to 2+ hours a day. 

Focus areas for volunteering include:

1) Sales/Outreach: 
The primary thing we need help with is outreach. From tweeting at influencers and researching companies to emailing with charities and more, we've got a team of sales volunteers helping us reach out and get partnerships to launch campaigns. We've already gotten interest from VP of Live Nation, DJ Mick, Eventbrite, Jet Blue, and more. The more hands-on-deck here the better!

2) Website designers/developers: 
If you've got UX background or have experience in Wordpress, we need your help! We're trying to build a high volume of Wordpress sites, and don't have the capacity to do it. If you've never used Wordpress before but have a UX background and are interested in learning, it's very easy to pick up - it's a drag and drop website builder. We'd love to hear from you. 

3) React developers:
The web app processing the donations is programmed in React, and we have a lot of changes we'd like to make. But we don't have enough React developers to make them! So we'd absolutely love your help. 

4) Senior designers: 
If you have several years of design experience and can commit 2+ hours a day to this project, we would love to hear from you. Please send your portfolio! You'll join a strong team of designers doing 

We're also always open to help on copywriting, digital marketing strategy, and more. If you're excited to help but don't fit an exact category from above, don't hesitate to reach out. ",2020-03-23 22:45:32.712000-07:00,2020-04-24 12:42:50.469000-07:00,Remote,ari@givemomentum.com,False,We've just launched and are gaining traction (mentioned in Forbes and NYT newsletter). ,www.cancelcorona.org,50-100,True,Launched,"Help people donate to fight coronavirus by calculating money saved in quarantine (eg canceled dinners out, flights, or concerts)",Global,,326-cancel-corona-www-cancelcorona-org,99,"['Help out communities', 'Social giving', 'Other']","['Design', 'PM', 'Community Outreach', 'QA', 'Software', 'Funding', 'Content', 'Anything', 'Marketing']",128
